Rythme machine : 20 respiration / min
Rythme inspiration spontanée : 12 respiration / min

temps (ms), commande pression (mmH2O), pression mesurée(mmH2O)
573911,100,121
573921,100,119
573931,100,121
573941,100,119
573951,100,119
573961,100,118
573971,100,117
573981,100,118
573991,100,116
574001,100,115
574011,100,116
574021,100,115
574031,100,114
574041,100,116
574051,100,114
574061,100,115
574071,100,114
574081,100,114
574091,100,114
574101,100,112
574111,100,112
574121,100,112
574131,100,112
574141,100,111
574151,100,110
574161,100,111
574171,100,110
574181,100,111
574191,100,111
574201,100,108
574211,100,110
574221,100,107
574231,100,108
574241,100,108
574251,100,107
574261,100,108
574271,100,107
574281,100,108
574291,100,108
574301,100,106
574311,100,108
574321,100,105
574331,100,106
574341,100,104
574351,100,105
574361,100,104
574371,100,103
574381,100,102
574391,100,99
574401,100,98
574411,100,98
574421,100,98
574431,100,96
574441,100,97
574451,100,96
574461,100,95
574471,100,95
574481,100,93
574491,100,93
574501,100,92
574511,100,93
574521,100,92
574531,100,92
574541,100,92
574551,100,92
574561,100,91
574571,100,92
574581,100,91
574591,100,92
574601,100,93
574611,100,92
574621,100,93
574631,100,92
574641,100,93
574651,100,93
574661,100,94
574671,100,95
574681,100,95
574691,100,94
574701,100,95
574711,100,95
574721,100,95
574731,100,95
574741,100,96
574751,100,96
574761,100,96
574771,100,95
574781,100,95
574791,100,97
574801,100,98
574811,100,98
574821,100,98
574831,100,98
574841,100,98
574851,100,98
574861,100,99
574871,100,99
574881,100,100
574891,100,101
574901,100,102
574911,100,101
574921,100,102
574931,100,101
574941,100,102
574951,100,103
574961,100,103
574971,100,103
574981,100,104
574991,100,104
575001,100,105
575011,100,105
575021,100,106
575031,100,106
575041,100,106
575051,100,107
575061,100,107
575071,100,107
575081,100,106
575091,100,106
575101,100,106
575111,100,105
575121,100,105
575131,100,105
575141,100,105
575151,100,105
575161,100,105
575171,100,105
575181,270,105
575191,270,105
575201,270,105
575211,270,104
575221,270,104
575231,270,105
575241,270,106
575251,270,108
575261,270,110
575271,270,110
575281,270,110
575291,270,109
575301,270,109
575311,270,110
575321,270,109
575331,270,109
575341,270,109
575351,270,109
575361,270,119
575371,270,136
575381,270,149
575391,270,165
575401,270,182
575411,270,189
575421,270,195
575431,270,207
575441,270,205
575451,270,215
575461,270,227
575471,270,229
575481,270,234
575491,270,239
575501,270,240
575511,270,238
575521,270,246
575531,270,243
575541,270,240
575551,270,252
575561,270,255
575571,250,263
575581,250,249
575591,250,247
575601,250,262
575611,250,255
575621,250,257
575631,250,264
575641,250,266
575651,250,269
575661,250,270
575671,250,262
575681,250,256
575691,250,257
575701,250,255
575711,250,248
575721,250,246
575731,250,235
575741,250,232
575751,250,226
575761,250,212
575771,250,211
575781,250,197
575791,250,205
575801,250,195
575811,250,200
575821,250,198
575831,250,201
575841,250,201
575851,250,203
575861,250,202
575871,250,203
575881,250,202
575891,250,203
575901,250,202
575911,250,201
575921,250,203
575931,250,203
575941,250,203
575951,250,203
575961,250,203
575971,250,202
575981,250,203
575991,250,203
576001,250,202
576011,250,203
576021,250,202
576031,250,202
576041,250,203
576051,250,201
576061,250,202
576071,250,202
576081,250,201
576091,250,202
576101,250,201
576111,250,203
576121,250,202
576131,250,202
576141,250,202
576151,250,202
576161,250,203
576171,250,202
576181,100,202
576191,100,202
576201,100,201
576211,100,201
576221,100,202
576231,100,202
576241,100,202
576251,100,201
576261,100,202
576271,100,202
576281,100,201
576291,100,203
576301,100,202
576311,100,202
576321,100,201
576331,100,201
576341,100,201
576351,100,201
576361,100,201
576371,100,191
576381,100,175
576391,100,166
576401,100,153
576411,100,149
576421,100,142
576431,100,138
576441,100,136
576451,100,134
576461,100,134
576471,100,134
576481,100,133
576491,100,135
576501,100,136
576511,100,138
576521,100,139
576531,100,138
576541,100,138
576551,100,137
576561,100,134
576571,100,135
576581,100,132
576591,100,133
576601,100,130
576611,100,131
576621,100,130
576631,100,129
576641,100,130
576651,100,127
576661,100,128
576671,100,128
576681,100,128
576691,100,127
576701,100,127
576711,100,127
576721,100,126
576731,100,127
576741,100,125
576751,100,124
576761,100,122
576771,100,121
576781,100,121
576791,100,120
576801,100,122
576811,100,121
576821,100,122
576831,100,120
576841,100,119
576851,100,119
576861,100,119
576871,100,118
576881,100,119
576891,100,117
576901,100,116
576911,100,116
576921,100,116
576931,100,116
576941,100,115
576951,100,116
576961,100,114
576971,100,115
576981,100,114
576991,100,115
577001,100,112
577011,100,113
577021,100,112
577031,100,112
577041,100,111
577051,100,111
577061,100,111
577071,100,110
577081,100,112
577091,100,110
577101,100,109
577111,100,109
577121,100,109
577131,100,108
577141,100,110
577151,100,108
577161,100,108
577171,100,108
577181,100,106
577191,100,108
577201,100,105
577211,100,107
577221,100,105
577231,100,105
577241,100,106
577251,100,104
577261,100,107
577271,100,104
577281,100,105
577291,100,104
577301,100,105
577311,100,104
577321,100,105
577331,100,102
577341,100,104
577351,100,103
577361,100,102
577371,100,101
577381,100,103
577391,100,101
577401,100,101
577411,100,102
577421,100,102
577431,100,103
577441,100,101
577451,100,100
577461,100,101
577471,100,100
577481,100,100
577491,100,100
577501,100,100
577511,100,100
577521,100,99
577531,100,98
577541,100,100
577551,100,98
577561,100,98
577571,100,99
577581,100,98
577591,100,98
577601,100,98
577611,100,98
577621,100,98
577631,100,97
577641,100,97
577651,100,98
577661,100,97
577671,100,98
577681,100,97
577691,100,97
577701,100,96
577711,100,97
577721,100,94
577731,100,96
577741,100,95
577751,100,95
577761,100,94
577771,100,95
577781,100,95
577791,100,96
577801,100,97
577811,100,97
577821,100,97
577831,100,96
577841,100,97
577851,100,97
577861,100,97
577871,100,96
577881,100,96
577891,100,95
577901,100,95
577911,100,96
577921,100,95
577931,100,95
577941,100,94
577951,100,95
577961,100,95
577971,100,96
577981,100,95
577991,100,96
578001,100,96
578011,100,95
578021,100,96
578031,100,97
578041,100,96
578051,100,96
578061,100,96
578071,100,95
578081,100,95
578091,100,95
578101,100,95
578111,100,95
578121,100,95
578131,100,94
578141,100,96
578151,100,96
578161,100,97
578171,100,97
BLOWER -10
578181,270,97
578191,270,98
578201,270,97
578211,270,97
578221,270,98
578231,270,98
578241,270,98
578251,270,98
578261,270,98
578271,270,98
578281,270,98
578291,270,98
578301,270,97
578311,270,97
578321,270,98
578331,270,98
578341,270,98
578351,270,98
578361,270,106
578371,270,132
578381,270,128
578391,270,156
578401,270,170
578411,270,170
578421,270,186
578431,270,191
578441,270,207
578451,270,207
578461,270,212
578471,270,214
578481,270,218
578491,270,227
578501,270,222
578511,270,231
578521,270,227
578531,270,239
578541,270,235
578551,270,239
578561,270,241
578571,270,240
578581,270,242
578591,270,251
578601,270,249
578611,270,245
578621,270,254
578631,270,253
578641,270,259
578651,270,255
578661,270,258
578671,250,263
578681,250,267
578691,250,259
578701,250,273
578711,250,270
578721,250,272
578731,250,275
578741,250,268
578751,250,280
578761,250,267
578771,250,273
578781,250,276
578791,250,271
578801,250,261
578811,250,268
578821,250,250
578831,250,254
578841,250,245
578851,250,233
578861,250,233
578871,250,220
578881,250,216
578891,250,218
578901,250,212
578911,250,214
578921,250,212
578931,250,216
578941,250,215
578951,250,219
578961,250,217
578971,250,219
578981,250,217
578991,250,217
579001,250,217
579011,250,217
579021,250,218
579031,250,217
579041,250,218
579051,250,217
579061,250,218
579071,250,217
579081,250,216
579091,250,217
579101,250,217
579111,250,218
579121,250,217
579131,250,218
579141,250,217
579151,250,218
579161,250,217
579171,250,217
579181,100,218
579191,100,217
579201,100,217
579211,100,217
579221,100,217
579231,100,217
579241,100,217
579251,100,217
579261,100,216
579271,100,216
579281,100,216
579291,100,216
579301,100,217
579311,100,217
579321,100,218
579331,100,216
579341,100,217
579351,100,217
579361,100,216
579371,100,206
579381,100,187
579391,100,178
579401,100,159
579411,100,161
579421,100,145
579431,100,147
579441,100,137
579451,100,140
579461,100,134
579471,100,135
579481,100,134
579491,100,132
579501,100,134
579511,100,134
579521,100,135
579531,100,134
579541,100,134
579551,100,134
579561,100,133
579571,100,133
579581,100,130
579591,100,132
579601,100,129
579611,100,131
579621,100,129
579631,100,129
579641,100,128
579651,100,127
579661,100,128
579671,100,126
579681,100,126
579691,100,125
579701,100,126
579711,100,126
579721,100,125
579731,100,124
579741,100,124
579751,100,123
579761,100,123
579771,100,124
579781,100,123
579791,100,122
579801,100,124
579811,100,121
579821,100,121
579831,100,122
579841,100,120
579851,100,121
579861,100,120
579871,100,121
579881,100,120
579891,100,120
579901,100,119
579911,100,120
579921,100,120
579931,100,119
579941,100,119
579951,100,119
579961,100,119
579971,100,118
579981,100,120
579991,100,119
580001,100,118
580011,100,118
580021,100,119
580031,100,118
580041,100,117
580051,100,118
580061,100,118
580071,100,119
580081,100,117
580091,100,119
580101,100,118
580111,100,117
580121,100,118
580131,100,117
580141,100,115
580151,100,115
580161,100,115
580171,100,114
580181,100,114
580191,100,113
580201,100,113
580211,100,113
580221,100,112
580231,100,112
580241,100,112
580251,100,112
580261,100,111
580271,100,109
580281,100,111
580291,100,109
580301,100,110
580311,100,110
580321,100,109
580331,100,109
580341,100,110
580351,100,107
580361,100,110
580371,100,106
580381,100,108
580391,100,105
580401,100,107
580411,100,106
580421,100,105
580431,100,108
580441,100,105
580451,100,107
580461,100,105
580471,100,106
580481,100,105
580491,100,105
580501,100,104
580511,100,104
580521,100,104
580531,100,103
580541,100,102
580551,100,103
580561,100,101
580571,100,104
580581,100,101
580591,100,103
580601,100,101
580611,100,102
580621,100,102
580631,100,102
580641,100,101
580651,100,102
580661,100,100
580671,100,100
580681,100,99
580691,100,101
580701,100,99
580711,100,100
580721,100,100
580731,100,100
580741,100,99
580751,100,98
580761,100,98
580771,100,99
580781,100,98
580791,100,98
580801,100,98
580811,100,99
580821,100,98
580831,100,98
580841,100,98
580851,100,97
580861,100,97
580871,100,97
580881,100,97
580891,100,97
580901,100,97
580911,100,97
580921,100,96
580931,100,97
580941,100,96
580951,100,95
580961,100,95
580971,100,95
580981,100,94
580991,100,95
581001,100,95
581011,100,96
581021,100,97
581031,100,96
581041,100,96
581051,100,96
581061,100,95
581071,100,95
581081,100,95
581091,100,95
581101,100,95
581111,100,96
581121,100,95
581131,100,96
581141,100,95
581151,100,96
581161,100,96
581171,100,96
581181,270,96
581191,270,96
581201,270,96
581211,270,96
581221,270,96
581231,270,97
581241,270,98
581251,270,99
581261,270,100
581271,270,99
581281,270,99
581291,270,99
581301,270,99
581311,270,98
581321,270,99
581331,270,99
581341,270,98
581351,270,98
581361,270,104
581371,270,134
581381,270,129
581391,270,152
581401,270,171
581411,270,173
581421,270,189
581431,270,195
581441,270,204
581451,270,208
581461,270,215
581471,270,222
581481,270,220
581491,270,230
581501,270,219
581511,270,239
581521,270,228
581531,270,241
581541,270,234
581551,270,234
581561,270,235
581571,270,239
581581,270,239
581591,270,244
581601,270,246
581611,270,254
581621,270,248
581631,270,255
581641,270,254
581651,250,263
581661,250,263
581671,250,262
581681,250,267
581691,250,267
581701,250,268
581711,250,269
581721,250,264
581731,250,276
581741,250,266
581751,250,275
581761,250,266
581771,250,263
581781,250,261
581791,250,258
581801,250,255
581811,250,246
581821,250,245
581831,250,232
581841,250,228
581851,250,219
581861,250,212
581871,250,212
581881,250,207
581891,250,211
581901,250,209
581911,250,212
581921,250,212
581931,250,213
581941,250,212
581951,250,213
581961,250,213
581971,250,212
581981,250,213
581991,250,212
582001,250,213
582011,250,212
582021,250,213
582031,250,212
582041,250,212
582051,250,212
582061,250,212
582071,250,212
582081,250,212
582091,250,213
582101,250,212
582111,250,213
582121,250,212
582131,250,213
582141,250,212
582151,250,212
582161,250,212
582171,250,212
582181,100,212
582191,100,212
582201,100,212
582211,100,212
582221,100,212
582231,100,212
582241,100,212
582251,100,212
582261,100,212
582271,100,212
582281,100,212
582291,100,213
582301,100,212
582311,100,212
582321,100,213
582331,100,212
582341,100,212
582351,100,212
582361,100,212
582371,100,200
582381,100,185
582391,100,176
582401,100,162
582411,100,159
582421,100,151
582431,100,148
582441,100,145
582451,100,144
582461,100,141
582471,100,143
582481,100,141
582491,100,142
582501,100,144
582511,100,144
582521,100,143
