Rythme machine : 20 respiration / min
Rythme inspiration spontanée : 12 respiration / min

temps (ms), commande pression (mmH2O), pression mesurée(mmH2O)
554011,100,96
554021,100,96
554031,100,96
554041,100,96
554051,100,95
554061,100,93
554071,100,94
554081,100,96
554091,100,96
554101,100,97
554111,100,96
554121,100,97
554131,100,97
554141,100,96
554151,100,97
554161,100,96
554171,100,97
554181,270,97
554191,270,97
554201,270,96
554211,270,96
554221,270,96
554231,270,97
554241,270,98
554251,270,98
554261,270,98
554271,270,98
554281,270,98
554291,270,98
554301,270,98
554311,270,98
554321,270,98
554331,270,98
554341,270,98
554351,270,98
554361,270,108
554371,270,127
554381,270,128
554391,270,149
554401,270,162
554411,270,168
554421,270,185
554431,270,184
554441,270,200
554451,270,202
554461,270,202
554471,270,212
554481,270,212
554491,270,218
554501,270,213
554511,270,213
554521,270,221
554531,270,222
554541,270,230
554551,270,226
554561,270,231
554571,270,224
554581,270,231
554591,270,235
554601,270,232
554611,270,245
554621,270,241
554631,270,245
554641,270,253
554651,270,241
554661,270,250
554671,270,251
554681,270,250
554691,270,259
554701,270,257
554711,270,257
554721,250,260
554731,250,263
554741,250,275
554751,250,268
554761,250,265
554771,250,278
554781,250,269
554791,250,272
554801,250,277
554811,250,280
554821,250,279
554831,250,273
554841,250,269
554851,250,277
554861,250,263
554871,250,260
554881,250,256
554891,250,248
554901,250,245
554911,250,230
554921,250,230
554931,250,221
554941,250,228
554951,250,219
554961,250,224
554971,250,222
554981,250,225
554991,250,225
555001,250,227
555011,250,228
555021,250,229
555031,250,228
555041,250,229
555051,250,231
555061,250,229
555071,250,231
555081,250,231
555091,250,233
555101,250,233
555111,250,234
555121,250,234
555131,250,234
555141,250,234
555151,250,234
555161,250,234
555171,250,233
555181,100,232
555191,100,233
555201,100,233
555211,100,234
555221,100,233
555231,100,234
555241,100,233
555251,100,233
555261,100,234
555271,100,234
555281,100,234
555291,100,234
555301,100,234
555311,100,233
555321,100,233
555331,100,234
555341,100,234
555351,100,233
555361,100,234
555371,100,223
555381,100,206
555391,100,200
555401,100,183
555411,100,180
555421,100,170
555431,100,164
555441,100,160
555451,100,155
555461,100,155
555471,100,151
555481,100,153
555491,100,151
555501,100,152
555511,100,151
555521,100,151
555531,100,152
555541,100,152
555551,100,150
555561,100,149
555571,100,149
555581,100,146
555591,100,148
555601,100,144
555611,100,146
555621,100,143
555631,100,141
555641,100,143
555651,100,140
555661,100,141
555671,100,139
555681,100,140
555691,100,137
555701,100,137
555711,100,137
555721,100,134
555731,100,137
555741,100,134
555751,100,135
555761,100,133
555771,100,133
555781,100,132
555791,100,132
555801,100,130
555811,100,130
555821,100,130
555831,100,129
555841,100,129
555851,100,128
555861,100,128
555871,100,127
555881,100,127
555891,100,126
555901,100,124
555911,100,125
555921,100,124
555931,100,124
555941,100,123
555951,100,122
555961,100,121
555971,100,123
555981,100,121
555991,100,121
556001,100,121
556011,100,120
556021,100,120
556031,100,119
556041,100,120
556051,100,119
556061,100,119
556071,100,118
556081,100,117
556091,100,116
556101,100,118
556111,100,116
556121,100,114
556131,100,115
556141,100,114
556151,100,114
556161,100,114
556171,100,114
556181,100,113
556191,100,113
556201,100,114
556211,100,112
556221,100,112
556231,100,112
556241,100,111
556251,100,111
556261,100,111
556271,100,111
556281,100,110
556291,100,109
556301,100,109
556311,100,109
556321,100,109
556331,100,107
556341,100,108
556351,100,107
556361,100,106
556371,100,108
556381,100,106
556391,100,107
556401,100,107
556411,100,107
556421,100,107
556431,100,105
556441,100,106
556451,100,105
556461,100,105
556471,100,104
556481,100,105
556491,100,105
556501,100,104
556511,100,104
556521,100,104
556531,100,103
556541,100,101
556551,100,103
556561,100,101
556571,100,102
556581,100,101
556591,100,103
556601,100,103
556611,100,103
556621,100,103
556631,100,101
556641,100,102
556651,100,100
556661,100,100
556671,100,101
556681,100,100
556691,100,100
556701,100,99
556711,100,99
556721,100,98
556731,100,99
556741,100,98
556751,100,98
556761,100,98
556771,100,99
556781,100,98
556791,100,98
556801,100,98
556811,100,98
556821,100,98
556831,100,97
556841,100,98
556851,100,98
556861,100,97
556871,100,98
556881,100,97
556891,100,97
556901,100,97
556911,100,95
556921,100,96
556931,100,95
556941,100,95
556951,100,96
556961,100,96
556971,100,95
556981,100,96
556991,100,96
557001,100,97
557011,100,96
557021,100,96
557031,100,96
557041,100,96
557051,100,96
557061,100,96
557071,100,94
557081,100,96
557091,100,95
557101,100,96
557111,100,95
557121,100,97
557131,100,96
557141,100,97
557151,100,97
557161,100,97
557171,100,96
557181,270,96
557191,270,96
557201,270,96
557211,270,95
557221,270,98
557231,270,98
557241,270,99
557251,270,98
557261,270,99
557271,270,99
557281,270,99
557291,270,99
557301,270,98
557311,270,98
557321,270,98
557331,270,98
557341,270,99
557351,270,98
557361,270,109
557371,270,124
557381,270,136
557391,270,154
557401,270,169
557411,270,178
557421,270,185
557431,270,205
557441,270,198
557451,270,212
557461,270,213
557471,270,220
557481,270,219
557491,270,230
557501,270,220
557511,270,238
557521,270,224
557531,270,234
557541,270,245
557551,270,236
557561,270,240
557571,270,242
557581,270,244
557591,270,256
557601,270,246
557611,270,251
557621,270,258
557631,270,258
557641,270,259
557651,250,263
557661,250,259
557671,250,258
557681,250,263
557691,250,272
557701,250,267
557711,250,270
557721,250,269
557731,250,274
557741,250,275
557751,250,275
557761,250,272
557771,250,271
557781,250,262
557791,250,265
557801,250,257
557811,250,248
557821,250,244
557831,250,232
557841,250,228
557851,250,222
557861,250,213
557871,250,215
557881,250,208
557891,250,212
557901,250,211
557911,250,213
557921,250,212
557931,250,215
557941,250,214
557951,250,215
557961,250,214
557971,250,215
557981,250,214
557991,250,214
558001,250,215
558011,250,214
558021,250,214
558031,250,214
558041,250,214
558051,250,214
558061,250,214
558071,250,214
558081,250,213
558091,250,213
558101,250,213
558111,250,212
558121,250,214
558131,250,213
558141,250,214
558151,250,214
558161,250,214
558171,250,215
558181,100,213
558191,100,213
558201,100,214
558211,100,213
558221,100,215
558231,100,214
558241,100,214
558251,100,214
558261,100,214
558271,100,214
558281,100,213
558291,100,214
558301,100,215
558311,100,214
558321,100,214
558331,100,213
558341,100,214
558351,100,214
558361,100,214
558371,100,202
558381,100,186
558391,100,178
558401,100,163
558411,100,161
558421,100,152
558431,100,148
558441,100,147
558451,100,141
558461,100,145
558471,100,140
558481,100,143
558491,100,140
558501,100,142
558511,100,142
558521,100,145
558531,100,143
558541,100,143
558551,100,143
558561,100,141
558571,100,141
558581,100,137
558591,100,138
558601,100,134
558611,100,137
558621,100,133
558631,100,136
558641,100,133
558651,100,135
558661,100,131
558671,100,134
558681,100,132
558691,100,133
558701,100,131
558711,100,130
558721,100,130
558731,100,129
558741,100,128
558751,100,127
558761,100,128
558771,100,127
558781,100,127
558791,100,127
558801,100,125
558811,100,125
558821,100,124
558831,100,122
558841,100,122
558851,100,121
558861,100,121
558871,100,121
558881,100,121
558891,100,121
558901,100,121
558911,100,120
558921,100,119
558931,100,120
558941,100,119
558951,100,118
558961,100,118
558971,100,118
558981,100,117
558991,100,117
559001,100,116
559011,100,115
559021,100,115
559031,100,114
559041,100,116
559051,100,113
559061,100,114
559071,100,114
559081,100,112
559091,100,112
559101,100,112
559111,100,112
559121,100,112
559131,100,111
559141,100,112
559151,100,112
559161,100,110
559171,100,112
559181,100,111
559191,100,110
559201,100,110
559211,100,107
559221,100,109
559231,100,107
559241,100,105
559251,100,108
559261,100,106
559271,100,108
559281,100,109
559291,100,108
559301,100,107
559311,100,105
559321,100,107
559331,100,105
559341,100,106
559351,100,105
559361,100,105
559371,100,103
559381,100,102
559391,100,101
559401,100,98
559411,100,98
559421,100,96
559431,100,97
559441,100,95
559451,100,96
559461,100,95
559471,100,93
559481,100,93
559491,100,92
559501,100,92
559511,100,92
559521,100,91
559531,100,92
559541,100,92
559551,100,92
559561,100,93
559571,100,93
559581,100,93
559591,100,93
559601,100,93
559611,100,93
559621,100,92
559631,100,92
559641,100,93
559651,100,92
559661,100,94
559671,100,94
559681,100,93
559691,100,94
559701,100,94
559711,100,95
559721,100,95
559731,100,95
559741,100,96
559751,100,96
559761,100,96
559771,100,98
559781,100,96
559791,100,97
559801,100,98
559811,100,98
559821,100,98
559831,100,97
559841,100,98
559851,100,98
559861,100,99
559871,100,99
559881,100,100
559891,100,100
559901,100,101
559911,100,101
559921,100,102
559931,100,103
559941,100,103
559951,100,103
559961,100,104
559971,100,104
559981,100,105
559991,100,104
560001,100,105
560011,100,105
560021,100,105
560031,100,105
560041,100,105
560051,100,106
560061,100,106
560071,100,107
560081,100,105
560091,100,107
560101,100,105
560111,100,106
560121,100,106
560131,100,107
560141,100,105
560151,100,106
560161,100,105
560171,100,105
560181,270,104
560191,270,105
560201,270,103
560211,270,103
560221,270,104
560231,270,105
560241,270,105
560251,270,108
560261,270,112
560271,270,110
560281,270,111
560291,270,110
560301,270,110
560311,270,110
560321,270,108
560331,270,110
560341,270,109
560351,270,109
560361,270,118
560371,270,132
560381,270,147
560391,270,165
560401,270,180
560411,270,182
560421,270,202
560431,270,204
560441,270,212
560451,270,215
560461,270,225
560471,270,228
560481,270,229
560491,270,234
560501,270,238
560511,270,238
560521,270,247
560531,270,245
560541,270,252
560551,270,248
560561,270,248
560571,270,248
560581,270,255
560591,270,258
560601,270,255
560611,270,259
560621,270,259
560631,250,264
560641,250,257
560651,250,271
560661,250,270
560671,250,275
560681,250,273
560691,250,273
560701,250,279
560711,250,268
560721,250,272
560731,250,279
560741,250,270
560751,250,271
560761,250,270
560771,250,259
560781,250,257
560791,250,256
560801,250,243
560811,250,234
560821,250,233
560831,250,224
560841,250,215
560851,250,220
560861,250,212
560871,250,214
560881,250,212
560891,250,217
560901,250,214
560911,250,219
560921,250,218
560931,250,219
560941,250,218
560951,250,217
560961,250,218
560971,250,218
560981,250,218
560991,250,217
561001,250,218
561011,250,218
561021,250,218
561031,250,218
561041,250,218
561051,250,218
561061,250,218
561071,250,218
561081,250,218
561091,250,217
561101,250,217
561111,250,217
561121,250,217
561131,250,217
561141,250,217
561151,250,217
561161,250,217
561171,250,217
561181,100,218
561191,100,217
561201,100,217
561211,100,218
561221,100,217
561231,100,217
561241,100,218
561251,100,217
561261,100,217
561271,100,218
561281,100,217
561291,100,217
561301,100,217
561311,100,217
561321,100,218
561331,100,217
561341,100,218
561351,100,218
561361,100,217
561371,100,206
561381,100,190
561391,100,182
561401,100,167
561411,100,164
561421,100,154
561431,100,151
561441,100,147
561451,100,146
561461,100,144
561471,100,141
561481,100,144
561491,100,141
561501,100,145
561511,100,143
561521,100,147
561531,100,144
561541,100,146
561551,100,143
561561,100,143
561571,100,143
561581,100,140
561591,100,141
561601,100,136
561611,100,141
561621,100,134
561631,100,137
561641,100,133
561651,100,135
561661,100,131
561671,100,133
561681,100,132
561691,100,132
561701,100,131
561711,100,131
561721,100,130
561731,100,130
561741,100,128
561751,100,129
561761,100,128
561771,100,128
561781,100,127
561791,100,127
561801,100,127
561811,100,125
561821,100,125
561831,100,126
561841,100,125
561851,100,124
561861,100,122
561871,100,122
561881,100,122
561891,100,121
561901,100,120
561911,100,121
561921,100,120
561931,100,119
561941,100,120
561951,100,119
561961,100,119
561971,100,119
561981,100,118
561991,100,117
562001,100,118
562011,100,116
562021,100,116
562031,100,115
562041,100,115
562051,100,115
562061,100,114
562071,100,115
562081,100,113
562091,100,113
562101,100,113
562111,100,112
562121,100,112
562131,100,112
562141,100,111
562151,100,111
562161,100,110
562171,100,111
562181,100,111
562191,100,111
562201,100,110
562211,100,109
562221,100,110
562231,100,109
562241,100,107
562251,100,108
562261,100,107
562271,100,109
562281,100,108
562291,100,106
562301,100,108
562311,100,105
562321,100,107
562331,100,104
562341,100,105
562351,100,105
562361,100,105
562371,100,105
562381,100,104
562391,100,105
562401,100,104
562411,100,104
562421,100,104
562431,100,104
562441,100,103
562451,100,103
562461,100,103
562471,100,102
562481,100,102
562491,100,101
562501,100,102
562511,100,100
562521,100,100
562531,100,101
562541,100,101
562551,100,101
562561,100,101
562571,100,100
562581,100,101
562591,100,100
562601,100,100
562611,100,100
562621,100,99
562631,100,98
562641,100,98
562651,100,98
562661,100,98
562671,100,98
562681,100,98
562691,100,98
562701,100,98
562711,100,98
562721,100,98
562731,100,98
562741,100,98
562751,100,98
562761,100,98
562771,100,98
562781,100,98
562791,100,97
562801,100,98
562811,100,96
562821,100,95
562831,100,97
562841,100,95
562851,100,95
562861,100,94
562871,100,96
562881,100,95
562891,100,96
562901,100,96
562911,100,97
562921,100,97
562931,100,96
562941,100,97
562951,100,96
562961,100,96
562971,100,96
562981,100,95
562991,100,97
563001,100,95
563011,100,98
563021,100,95
563031,100,95
563041,100,95
563051,100,95
563061,100,94
563071,100,95
563081,100,96
563091,100,96
563101,100,97
563111,100,96
563121,100,97
563131,100,97
563141,100,97
563151,100,96
563161,100,96
563171,100,97
563181,270,96
563191,270,95
563201,270,96
563211,270,95
563221,270,95
563231,270,96
563241,270,98
563251,270,98
563261,270,98
563271,270,98
563281,270,98
563291,270,98
563301,270,98
563311,270,98
563321,270,98
563331,270,98
563341,270,98
563351,270,98
563361,270,107
563371,270,127
563381,270,134
563391,270,156
563401,270,171
563411,270,177
563421,270,190
563431,270,184
563441,270,198
563451,270,204
563461,270,214
563471,270,212
563481,270,222
563491,270,226
563501,270,222
563511,270,228
563521,270,237
563531,270,236
563541,270,230
563551,270,245
563561,270,237
563571,270,252
563581,270,250
563591,270,243
563601,270,252
563611,250,260
563621,250,256
563631,250,249
563641,250,249
563651,250,259
563661,250,259
563671,250,260
563681,250,268
563691,250,257
563701,250,264
563711,250,258
563721,250,262
563731,250,263
563741,250,255
563751,250,248
563761,250,246
563771,250,244
563781,250,228
563791,250,223
563801,250,210
563811,250,210
563821,250,204
563831,250,204
563841,250,197
563851,250,199
563861,250,198
563871,250,201
563881,250,201
563891,250,204
563901,250,204
563911,250,205
563921,250,204
563931,250,204
563941,250,203
563951,250,203
563961,250,204
563971,250,204
563981,250,204
563991,250,205
564001,250,203
564011,250,204
564021,250,203
564031,250,204
564041,250,204
564051,250,203
564061,250,203
564071,250,203
564081,250,203
564091,250,203
564101,250,203
564111,250,203
564121,250,203
564131,250,203
564141,250,203
564151,250,203
564161,250,205
564171,250,203
564181,100,202
564191,100,203
564201,100,204
564211,100,203
564221,100,204
564231,100,202
564241,100,203
564251,100,204
564261,100,203
564271,100,203
564281,100,204
564291,100,204
564301,100,203
564311,100,203
564321,100,203
564331,100,203
564341,100,203
564351,100,203
564361,100,203
564371,100,192
564381,100,173
564391,100,168
564401,100,148
564411,100,148
564421,100,134
564431,100,137
564441,100,127
564451,100,129
564461,100,125
564471,100,126
564481,100,126
564491,100,123
564501,100,127
564511,100,126
564521,100,130
564531,100,129
564541,100,131
564551,100,131
564561,100,129
564571,100,127
564581,100,126
564591,100,126
564601,100,123
564611,100,124
564621,100,123
564631,100,123
564641,100,124
564651,100,123
564661,100,123
564671,100,122
564681,100,121
564691,100,120
564701,100,120
564711,100,119
564721,100,119
564731,100,119
564741,100,119
564751,100,119
564761,100,119
564771,100,119
564781,100,119
564791,100,118
564801,100,118
564811,100,116
564821,100,117
564831,100,118
564841,100,116
564851,100,117
564861,100,118
564871,100,116
564881,100,116
564891,100,116
564901,100,115
564911,100,116
564921,100,116
564931,100,116
564941,100,117
564951,100,115
564961,100,116
564971,100,116
564981,100,116
564991,100,115
565001,100,116
565011,100,116
565021,100,116
565031,100,116
565041,100,115
565051,100,116
565061,100,116
565071,100,114
565081,100,115
565091,100,116
565101,100,115
565111,100,115
565121,100,114
565131,100,114
565141,100,112
565151,100,112
565161,100,112
565171,100,112
565181,100,111
565191,100,111
565201,100,111
565211,100,112
565221,100,111
565231,100,111
565241,100,110
565251,100,109
565261,100,110
565271,100,108
565281,100,108
565291,100,108
565301,100,106
565311,100,108
565321,100,107
565331,100,108
565341,100,107
565351,100,105
565361,100,108
565371,100,105
565381,100,106
565391,100,105
565401,100,105
565411,100,105
565421,100,106
565431,100,105
565441,100,105
565451,100,104
565461,100,104
565471,100,102
565481,100,104
565491,100,102
565501,100,104
565511,100,101
565521,100,103
565531,100,101
565541,100,102
565551,100,101
565561,100,101
565571,100,101
565581,100,101
565591,100,101
565601,100,100
565611,100,100
565621,100,100
565631,100,100
565641,100,100
565651,100,99
565661,100,99
565671,100,99
565681,100,100
565691,100,98
565701,100,98
565711,100,98
565721,100,99
565731,100,98
565741,100,98
565751,100,98
565761,100,98
565771,100,97
565781,100,97
565791,100,97
565801,100,97
565811,100,98
565821,100,97
565831,100,97
565841,100,96
565851,100,96
565861,100,96
565871,100,95
565881,100,95
565891,100,94
565901,100,95
565911,100,95
565921,100,96
565931,100,96
565941,100,97
565951,100,97
565961,100,97
565971,100,97
565981,100,96
565991,100,97
566001,100,97
566011,100,96
566021,100,95
566031,100,95
566041,100,96
566051,100,94
566061,100,95
566071,100,94
566081,100,95
566091,100,95
566101,100,96
566111,100,95
566121,100,94
566131,100,96
566141,100,96
566151,100,96
566161,100,96
566171,100,96
566181,270,97
566191,270,97
566201,270,96
566211,270,96
566221,270,97
566231,270,96
566241,270,99
566251,270,98
566261,270,99
566271,270,98
566281,270,98
566291,270,98
566301,270,98
566311,270,97
566321,270,98
566331,270,98
566341,270,99
566351,270,98
566361,270,105
566371,270,135
566381,270,127
566391,270,158
566401,270,169
566411,270,177
566421,270,186
566431,270,191
566441,270,202
566451,270,205
566461,270,220
566471,270,212
566481,270,214
566491,270,227
566501,270,235
566511,270,224
566521,270,230
566531,270,231
566541,270,236
566551,270,243
566561,270,237
566571,270,242
566581,270,242
566591,270,248
566601,270,255
566611,270,251
566621,270,255
566631,270,255
566641,270,248
566651,250,262
566661,250,259
566671,250,266
566681,250,270
566691,250,263
566701,250,274
566711,250,268
566721,250,277
566731,250,272
566741,250,279
566751,250,265
566761,250,275
566771,250,269
566781,250,269
566791,250,261
566801,250,257
566811,250,244
566821,250,241
566831,250,234
566841,250,228
566851,250,217
566861,250,212
566871,250,214
566881,250,209
566891,250,211
566901,250,210
566911,250,212
566921,250,212
566931,250,213
566941,250,213
566951,250,215
566961,250,212
566971,250,213
566981,250,214
566991,250,213
567001,250,213
567011,250,213
567021,250,213
567031,250,212
567041,250,213
567051,250,213
567061,250,213
567071,250,213
567081,250,212
567091,250,213
567101,250,213
567111,250,213
567121,250,213
567131,250,213
567141,250,213
567151,250,212
567161,250,214
567171,250,212
567181,100,212
567191,100,212
567201,100,212
567211,100,213
567221,100,212
567231,100,212
567241,100,212
567251,100,213
567261,100,212
567271,100,213
567281,100,213
567291,100,213
567301,100,213
567311,100,212
567321,100,213
567331,100,213
567341,100,212
567351,100,213
567361,100,212
567371,100,203
567381,100,186
567391,100,178
567401,100,162
567411,100,160
567421,100,152
567431,100,147
567441,100,147
567451,100,141
567461,100,143
567471,100,140
567481,100,141
567491,100,141
567501,100,142
567511,100,143
567521,100,143
567531,100,144
567541,100,142
567551,100,143
567561,100,139
567571,100,140
567581,100,137
567591,100,139
567601,100,136
567611,100,135
567621,100,136
567631,100,134
567641,100,136
567651,100,133
567661,100,134
567671,100,131
567681,100,133
567691,100,132
567701,100,130
567711,100,130
567721,100,128
567731,100,127
567741,100,127
567751,100,127
567761,100,127
567771,100,127
567781,100,127
567791,100,126
567801,100,125
567811,100,125
567821,100,123
567831,100,123
567841,100,124
567851,100,123
567861,100,121
567871,100,123
567881,100,119
567891,100,121
567901,100,120
567911,100,120
567921,100,119
567931,100,119
567941,100,118
567951,100,119
567961,100,117
567971,100,117
567981,100,116
567991,100,115
568001,100,115
568011,100,115
568021,100,114
568031,100,113
568041,100,116
568051,100,114
568061,100,116
568071,100,113
568081,100,114
568091,100,112
568101,100,112
568111,100,112
568121,100,112
568131,100,110
568141,100,110
568151,100,111
568161,100,110
568171,100,110
568181,100,111
568191,100,107
568201,100,110
568211,100,109
568221,100,106
568231,100,108
568241,100,105
568251,100,108
568261,100,108
568271,100,106
568281,100,108
568291,100,106
568301,100,108
568311,100,106
568321,100,105
568331,100,105
568341,100,104
568351,100,105
568361,100,104
568371,100,105
568381,100,104
568391,100,104
568401,100,103
568411,100,103
568421,100,102
568431,100,103
568441,100,103
568451,100,102
568461,100,103
568471,100,102
568481,100,102
568491,100,101
568501,100,101
568511,100,101
568521,100,100
568531,100,99
568541,100,100
568551,100,100
568561,100,99
568571,100,100
568581,100,100
568591,100,102
568601,100,98
568611,100,100
568621,100,99
568631,100,99
568641,100,98
568651,100,99
568661,100,98
568671,100,98
568681,100,98
568691,100,98
568701,100,98
568711,100,97
568721,100,97
568731,100,97
568741,100,97
568751,100,97
568761,100,97
568771,100,97
568781,100,96
568791,100,96
568801,100,95
568811,100,96
568821,100,96
568831,100,95
568841,100,97
568851,100,96
568861,100,95
568871,100,96
568881,100,96
568891,100,96
568901,100,95
568911,100,95
568921,100,96
568931,100,97
568941,100,97
568951,100,96
568961,100,97
568971,100,96
568981,100,97
568991,100,96
569001,100,97
569011,100,96
569021,100,96
569031,100,95
569041,100,95
569051,100,95
569061,100,94
569071,100,95
569081,100,94
569091,100,95
569101,100,96
569111,100,96
569121,100,97
569131,100,96
569141,100,96
569151,100,96
569161,100,97
569171,100,97
569181,270,96
569191,270,97
569201,270,96
569211,270,96
569221,270,96
569231,270,97
569241,270,98
569251,270,98
569261,270,98
569271,270,98
569281,270,98
569291,270,98
569301,270,98
569311,270,98
569321,270,97
569331,270,98
569341,270,98
569351,270,98
569361,270,105
569371,270,132
569381,270,128
569391,270,155
569401,270,162
569411,270,172
569421,270,183
569431,270,187
569441,270,192
569451,270,192
569461,270,210
569471,270,210
569481,270,213
569491,270,219
569501,270,212
569511,270,227
569521,270,214
569531,270,224
569541,270,226
569551,270,218
569561,270,227
569571,270,237
569581,270,229
569591,270,237
569601,270,241
569611,270,249
569621,270,229
569631,270,240
569641,270,241
569651,270,249
569661,270,242
569671,270,254
569681,270,255
569691,250,260
569701,250,252
569711,250,260
569721,250,264
569731,250,263
569741,250,263
569751,250,265
569761,250,277
569771,250,264
569781,250,267
569791,250,267
569801,250,264
569811,250,270
569821,250,257
569831,250,255
569841,250,252
569851,250,250
569861,250,236
569871,250,240
569881,250,220
569891,250,223
569901,250,208
569911,250,219
569921,250,210
569931,250,215
569941,250,212
569951,250,216
569961,250,217
569971,250,218
569981,250,219
569991,250,219
570001,250,220
570011,250,220
570021,250,221
570031,250,220
570041,250,221
570051,250,222
570061,250,223
570071,250,223
570081,250,225
570091,250,225
570101,250,226
570111,250,226
570121,250,227
570131,250,227
570141,250,227
570151,250,226
570161,250,227
570171,250,225
570181,100,226
570191,100,226
570201,100,226
570211,100,226
570221,100,226
570231,100,225
570241,100,226
570251,100,226
570261,100,226
570271,100,226
570281,100,226
570291,100,226
570301,100,226
570311,100,227
570321,100,226
570331,100,226
570341,100,226
570351,100,226
570361,100,225
570371,100,216
570381,100,198
570391,100,191
570401,100,176
570411,100,170
570421,100,162
570431,100,157
570441,100,154
570451,100,152
570461,100,149
570471,100,147
570481,100,148
570491,100,148
570501,100,148
570511,100,148
570521,100,149
570531,100,149
570541,100,148
570551,100,148
570561,100,146
570571,100,146
570581,100,142
570591,100,142
570601,100,143
570611,100,140
570621,100,141
570631,100,139
570641,100,141
570651,100,139
570661,100,137
570671,100,137
570681,100,135
570691,100,136
570701,100,134
570711,100,136
570721,100,132
570731,100,134
570741,100,131
570751,100,133
570761,100,130
570771,100,129
570781,100,130
570791,100,128
570801,100,128
570811,100,127
570821,100,128
570831,100,127
570841,100,127
570851,100,127
570861,100,126
570871,100,126
570881,100,126
570891,100,125
570901,100,124
570911,100,122
570921,100,121
570931,100,121
570941,100,122
570951,100,120
570961,100,120
570971,100,122
570981,100,119
570991,100,119
571001,100,119
571011,100,119
571021,100,118
571031,100,117
571041,100,117
571051,100,115
571061,100,116
571071,100,114
571081,100,114
571091,100,116
571101,100,116
571111,100,115
571121,100,116
571131,100,115
571141,100,114
571151,100,113
571161,100,111
571171,100,112
571181,100,111
571191,100,111
571201,100,111
571211,100,111
571221,100,112
571231,100,111
571241,100,111
571251,100,111
571261,100,109
571271,100,110
571281,100,109
571291,100,107
571301,100,109
571311,100,106
571321,100,108
571331,100,108
571341,100,108
571351,100,108
571361,100,105
571371,100,107
571381,100,105
571391,100,105
571401,100,105
571411,100,105
571421,100,105
571431,100,105
571441,100,105
571451,100,104
571461,100,104
571471,100,104
571481,100,104
571491,100,103
571501,100,103
571511,100,104
571521,100,103
571531,100,102
571541,100,102
571551,100,102
571561,100,101
571571,100,101
571581,100,101
571591,100,101
571601,100,100
571611,100,100
571621,100,100
571631,100,100
571641,100,100
571651,100,100
571661,100,99
571671,100,99
571681,100,99
571691,100,98
571701,100,99
571711,100,98
571721,100,98
571731,100,98
571741,100,98
571751,100,97
571761,100,97
571771,100,96
571781,100,98
571791,100,98
571801,100,98
571811,100,98
571821,100,98
571831,100,98
571841,100,98
571851,100,98
571861,100,96
571871,100,96
571881,100,96
571891,100,96
571901,100,95
571911,100,96
571921,100,95
571931,100,95
571941,100,95
571951,100,96
571961,100,96
571971,100,98
571981,100,97
571991,100,98
572001,100,98
572011,100,97
572021,100,97
572031,100,96
572041,100,96
572051,100,95
572061,100,96
572071,100,96
572081,100,95
572091,100,96
572101,100,95
572111,100,95
572121,100,95
572131,100,96
572141,100,96
572151,100,96
572161,100,96
572171,100,96
572181,270,96
572191,270,96
572201,270,96
572211,270,96
572221,270,96
572231,270,97
572241,270,98
572251,270,98
572261,270,98
572271,270,99
572281,270,99
572291,270,98
572301,270,98
572311,270,100
572321,270,98
572331,270,98
572341,270,98
572351,270,98
572361,270,108
572371,270,126
572381,270,136
572391,270,156
572401,270,179
572411,270,178
572421,270,188
572431,270,193
572441,270,204
572451,270,215
572461,270,209
572471,270,220
572481,270,229
572491,270,227
572501,270,225
572511,270,229
572521,270,245
572531,270,238
572541,270,235
572551,270,246
572561,270,245
572571,270,243
572581,270,247
572591,270,250
572601,270,251
572611,270,249
572621,270,255
572631,270,255
572641,270,257
572651,270,257
572661,250,260
572671,250,263
572681,250,267
572691,250,266
572701,250,267
572711,250,270
572721,250,270
572731,250,268
572741,250,270
572751,250,273
572761,250,276
572771,250,269
572781,250,270
572791,250,260
572801,250,263
572811,250,255
572821,250,255
572831,250,238
572841,250,237
572851,250,228
572861,250,221
572871,250,212
572881,250,216
572891,250,210
572901,250,214
572911,250,212
572921,250,216
572931,250,215
572941,250,217
572951,250,216
572961,250,217
572971,250,216
572981,250,215
572991,250,216
573001,250,215
573011,250,216
573021,250,215
573031,250,217
573041,250,216
573051,250,216
573061,250,215
573071,250,216
573081,250,216
573091,250,216
573101,250,215
573111,250,215
573121,250,215
573131,250,215
573141,250,215
573151,250,215
573161,250,216
573171,250,215
573181,100,216
573191,100,216
573201,100,216
573211,100,215
573221,100,215
573231,100,216
573241,100,216
573251,100,216
573261,100,215
573271,100,217
573281,100,217
573291,100,216
573301,100,215
573311,100,215
573321,100,215
573331,100,216
573341,100,216
573351,100,215
573361,100,215
573371,100,203
573381,100,188
573391,100,179
573401,100,165
573411,100,161
573421,100,153
573431,100,148
573441,100,147
573451,100,144
573461,100,144
573471,100,142
573481,100,143
573491,100,142
573501,100,145
573511,100,143
573521,100,143
573531,100,145
573541,100,142
573551,100,142
573561,100,141
573571,100,140
573581,100,141
573591,100,136
573601,100,140
573611,100,135
573621,100,138
573631,100,134
573641,100,136
573651,100,132
573661,100,134
573671,100,131
573681,100,133
573691,100,129
573701,100,133
573711,100,130
573721,100,131
573731,100,129
573741,100,129
573751,100,128
573761,100,127
573771,100,127
573781,100,125
573791,100,127
573801,100,124
573811,100,125
573821,100,125
573831,100,124
573841,100,123
573851,100,123
573861,100,121
573871,100,122
573881,100,122
573891,100,120
573901,100,121
