Rythme machine : 20 respiration / min
Rythme inspiration spontanée : 12 respiration / min

temps (ms), commande pression (mmH2O), pression mesurée(mmH2O)
372312,100,217
372322,100,216
372332,100,215
372342,100,215
372352,100,215
372362,100,198
372372,100,189
372382,100,176
372392,100,165
372402,100,160
372412,100,155
372422,100,148
372432,100,148
372442,100,142
372452,100,143
372462,100,141
372472,100,143
372482,100,141
372492,100,144
372502,100,144
372512,100,144
372522,100,145
372532,100,142
372542,100,143
372552,100,141
372562,100,140
372572,100,141
372582,100,136
372592,100,140
372602,100,135
372612,100,138
372622,100,133
372632,100,136
372642,100,133
372652,100,134
372662,100,131
372672,100,132
372682,100,133
372692,100,132
372702,100,130
372712,100,130
372722,100,129
372732,100,129
372742,100,128
372752,100,127
372762,100,128
372772,100,127
372782,100,127
372792,100,125
372802,100,125
372812,100,124
372822,100,124
372832,100,122
372842,100,125
372852,100,122
372862,100,123
372872,100,123
372882,100,120
372892,100,120
372902,100,120
372912,100,119
372922,100,119
372932,100,119
372942,100,118
372952,100,118
372962,100,117
372972,100,116
372982,100,116
372992,100,115
373002,100,117
373012,100,116
373022,100,116
373032,100,115
373042,100,115
373052,100,115
373062,100,113
373072,100,113
373082,100,112
373092,100,112
373102,100,112
373112,100,112
373122,100,111
373132,100,111
373142,100,110
373152,100,111
373162,100,111
373172,100,110
373182,100,111
373192,100,109
373202,100,109
373212,100,108
373222,100,106
373232,100,107
373242,100,106
373252,100,106
373262,100,108
373272,100,106
373282,100,108
373292,100,107
373302,100,106
373312,100,106
373322,100,104
373332,100,105
373342,100,104
373352,100,105
373362,100,105
373372,100,105
373382,100,104
373392,100,105
373402,100,101
373412,100,104
373422,100,102
373432,100,104
373442,100,101
373452,100,103
373462,100,101
373472,100,102
373482,100,101
373492,100,103
373502,100,100
373512,100,101
373522,100,100
373532,100,99
373542,100,100
373552,100,100
373562,100,101
373572,100,100
373582,100,100
373592,100,99
373602,100,99
373612,100,98
373622,100,98
373632,100,98
373642,100,98
373652,100,98
373662,100,99
373672,100,98
373682,100,97
373692,100,98
373702,100,97
373712,100,98
373722,100,97
373732,100,98
373742,100,97
373752,100,96
373762,100,97
373772,100,97
373782,100,98
373792,100,95
373802,100,96
373812,100,95
373822,100,94
373832,100,96
373842,100,95
373852,100,96
373862,100,96
373872,100,97
373882,100,96
373892,100,97
373902,100,96
373912,100,95
373922,100,96
373932,100,95
373942,100,96
373952,100,95
373962,100,96
373972,100,96
373982,100,95
373992,100,96
374002,100,95
374012,100,95
374022,100,95
374032,100,95
374042,100,96
374052,100,96
374062,100,96
374072,100,96
374082,100,96
374092,100,96
374102,100,95
374112,100,95
374122,100,95
374132,100,96
374142,100,96
374152,100,97
374162,100,96
374172,270,97
374182,270,97
374192,270,97
374202,270,96
374212,270,97
374222,270,98
374232,270,98
374242,270,99
374252,270,98
374262,270,98
374272,270,98
374282,270,98
374292,270,98
374302,270,98
374312,270,98
374322,270,98
374332,270,98
374342,270,98
374352,270,105
374362,270,129
374372,270,127
374382,270,156
374392,270,170
374402,270,174
374412,270,183
374422,270,197
374432,270,205
374442,270,205
374452,270,217
374462,270,208
374472,270,222
374482,270,223
374492,270,226
374502,270,224
374512,270,229
374522,270,232
374532,270,234
374542,270,234
374552,270,241
374562,270,233
374572,270,237
374582,270,234
374592,270,246
374602,270,241
374612,270,247
374622,270,247
374632,270,255
374642,270,255
374652,270,255
374662,270,254
374672,270,259
374682,270,252
374692,250,262
374702,250,259
374712,250,264
374722,250,262
374732,250,265
374742,250,272
374752,250,270
374762,250,267
374772,250,275
374782,250,271
374792,250,276
374802,250,266
374812,250,263
374822,250,266
374832,250,261
374842,250,251
374852,250,255
374862,250,241
374872,250,240
374882,250,225
374892,250,221
374902,250,215
374912,250,220
374922,250,214
374932,250,216
374942,250,216
374952,250,218
374962,250,219
374972,250,219
374982,250,220
374992,250,220
375002,250,219
375012,250,220
375022,250,219
375032,250,219
375042,250,220
375052,250,219
375062,250,219
375072,250,220
375082,250,220
375092,250,220
375102,250,219
375112,250,219
375122,250,220
375132,250,220
375142,250,219
375152,250,219
375162,250,219
375172,100,219
375182,100,219
375192,100,219
375202,100,219
375212,100,219
375222,100,219
375232,100,219
375242,100,219
375252,100,220
375262,100,218
375272,100,219
375282,100,218
375292,100,219
375302,100,219
375312,100,219
375322,100,219
375332,100,218
375342,100,219
375352,100,219
375362,100,201
375372,100,192
375382,100,177
375392,100,168
375402,100,162
375412,100,156
375422,100,151
375432,100,151
375442,100,145
375452,100,144
375462,100,143
375472,100,143
375482,100,142
375492,100,143
375502,100,145
375512,100,144
375522,100,145
375532,100,145
375542,100,142
375552,100,143
375562,100,141
375572,100,141
375582,100,139
375592,100,140
375602,100,138
375612,100,135
375622,100,137
375632,100,134
375642,100,136
375652,100,134
375662,100,135
375672,100,133
375682,100,134
375692,100,132
375702,100,133
375712,100,130
375722,100,131
375732,100,128
375742,100,128
375752,100,129
375762,100,126
375772,100,127
375782,100,127
375792,100,126
375802,100,127
375812,100,125
375822,100,126
375832,100,124
375842,100,122
375852,100,123
375862,100,121
375872,100,122
375882,100,121
375892,100,120
375902,100,122
375912,100,120
375922,100,120
375932,100,119
375942,100,119
375952,100,118
375962,100,118
375972,100,118
375982,100,116
375992,100,117
376002,100,116
376012,100,116
376022,100,115
376032,100,116
376042,100,114
376052,100,115
376062,100,114
376072,100,114
376082,100,114
376092,100,113
376102,100,112
376112,100,112
376122,100,112
376132,100,112
376142,100,111
376152,100,112
376162,100,111
376172,100,110
376182,100,111
376192,100,109
376202,100,108
376212,100,110
376222,100,108
376232,100,109
376242,100,109
376252,100,107
376262,100,110
376272,100,106
376282,100,107
376292,100,107
376302,100,105
376312,100,107
376322,100,104
376332,100,106
376342,100,104
376352,100,105
376362,100,105
376372,100,105
376382,100,105
376392,100,104
376402,100,104
376412,100,103
376422,100,103
376432,100,103
376442,100,102
376452,100,104
376462,100,102
376472,100,102
376482,100,101
376492,100,101
376502,100,99
376512,100,101
376522,100,102
376532,100,102
376542,100,101
376552,100,102
376562,100,100
376572,100,101
376582,100,99
376592,100,99
376602,100,100
376612,100,98
376622,100,98
376632,100,99
376642,100,98
376652,100,99
376662,100,99
376672,100,98
376682,100,98
376692,100,98
376702,100,98
376712,100,97
376722,100,97
376732,100,98
376742,100,96
376752,100,98
376762,100,97
376772,100,97
376782,100,98
376792,100,96
376802,100,96
376812,100,96
376822,100,95
376832,100,95
376842,100,95
376852,100,95
376862,100,95
376872,100,96
376882,100,97
376892,100,96
376902,100,97
376912,100,96
376922,100,95
376932,100,97
376942,100,97
376952,100,96
376962,100,97
376972,100,96
376982,100,95
376992,100,96
377002,100,95
377012,100,95
377022,100,94
377032,100,95
377042,100,97
377052,100,96
377062,100,97
377072,100,97
377082,100,96
377092,100,96
377102,100,95
377112,100,96
377122,100,96
377132,100,95
377142,100,97
377152,100,96
377162,100,95
377172,270,96
377182,270,96
377192,270,96
377202,270,95
377212,270,97
377222,270,97
377232,270,98
377242,270,98
377252,270,99
377262,270,98
377272,270,98
377282,270,98
377292,270,98
377302,270,97
377312,270,98
377322,270,98
377332,270,98
377342,270,98
377352,270,102
377362,270,130
377372,270,127
377382,270,150
377392,270,165
377402,270,174
377412,270,183
377422,270,179
377432,270,205
377442,270,205
377452,270,206
377462,270,215
377472,270,220
377482,270,221
377492,270,224
377502,270,218
377512,270,231
377522,270,231
377532,270,227
377542,270,238
377552,270,226
377562,270,240
377572,270,237
377582,270,246
377592,270,239
377602,270,246
377612,270,247
377622,270,248
377632,270,250
377642,270,251
377652,270,251
377662,270,254
377672,270,248
377682,270,258
377692,270,259
377702,250,262
377712,250,268
377722,250,271
377732,250,265
377742,250,267
377752,250,271
377762,250,275
377772,250,271
377782,250,277
377792,250,267
377802,250,272
377812,250,263
377822,250,269
377832,250,259
377842,250,264
377852,250,258
377862,250,251
377872,250,237
377882,250,236
377892,250,233
377902,250,226
377912,250,219
377922,250,221
377932,250,215
377942,250,218
377952,250,217
377962,250,218
377972,250,218
377982,250,220
377992,250,220
378002,250,222
378012,250,220
378022,250,220
378032,250,221
378042,250,220
378052,250,220
378062,250,220
378072,250,220
378082,250,220
378092,250,220
378102,250,220
378112,250,220
378122,250,220
378132,250,220
378142,250,220
378152,250,220
378162,250,220
378172,100,220
378182,100,220
378192,100,220
378202,100,220
378212,100,220
378222,100,220
378232,100,220
378242,100,220
378252,100,220
378262,100,220
378272,100,220
378282,100,220
378292,100,220
378302,100,220
378312,100,220
378322,100,220
378332,100,220
378342,100,220
378352,100,220
378362,100,205
378372,100,195
378382,100,180
378392,100,170
378402,100,164
378412,100,157
378422,100,153
378432,100,149
378442,100,145
378452,100,147
378462,100,142
378472,100,145
378482,100,143
378492,100,144
378502,100,143
378512,100,145
378522,100,147
378532,100,145
378542,100,147
378552,100,144
378562,100,141
378572,100,141
378582,100,140
378592,100,140
378602,100,137
378612,100,141
378622,100,134
378632,100,139
378642,100,134
378652,100,136
378662,100,133
378672,100,136
378682,100,131
378692,100,133
378702,100,128
378712,100,132
378722,100,130
378732,100,131
378742,100,129
378752,100,129
378762,100,128
378772,100,127
378782,100,127
378792,100,126
378802,100,127
378812,100,125
378822,100,125
378832,100,125
378842,100,124
378852,100,122
378862,100,123
378872,100,121
378882,100,122
378892,100,122
378902,100,121
378912,100,121
378922,100,121
378932,100,119
378942,100,120
378952,100,119
378962,100,119
378972,100,119
378982,100,118
378992,100,117
379002,100,116
379012,100,116
379022,100,115
379032,100,116
379042,100,115
379052,100,115
379062,100,115
379072,100,115
379082,100,114
379092,100,112
379102,100,112
379112,100,112
379122,100,112
379132,100,112
379142,100,112
379152,100,112
379162,100,112
379172,100,112
379182,100,110
379192,100,111
379202,100,109
379212,100,108
379222,100,109
379232,100,108
379242,100,106
379252,100,109
379262,100,107
379272,100,106
379282,100,107
379292,100,105
379302,100,108
379312,100,105
379322,100,107
379332,100,106
379342,100,105
379352,100,105
379362,100,105
379372,100,105
379382,100,105
379392,100,105
379402,100,104
379412,100,104
379422,100,103
379432,100,103
379442,100,103
379452,100,103
379462,100,103
379472,100,101
379482,100,102
379492,100,101
379502,100,101
379512,100,100
379522,100,102
379532,100,103
379542,100,100
379552,100,102
379562,100,100
379572,100,100
379582,100,99
379592,100,99
379602,100,99
379612,100,100
379622,100,99
379632,100,100
379642,100,99
379652,100,99
379662,100,99
379672,100,98
379682,100,98
379692,100,98
379702,100,98
379712,100,98
379722,100,98
379732,100,97
379742,100,98
379752,100,98
379762,100,97
379772,100,97
379782,100,96
379792,100,96
379802,100,95
379812,100,95
379822,100,97
379832,100,95
379842,100,96
379852,100,95
379862,100,97
379872,100,96
379882,100,96
379892,100,96
379902,100,96
379912,100,96
379922,100,96
379932,100,96
379942,100,96
379952,100,98
379962,100,98
379972,100,96
379982,100,96
379992,100,95
380002,100,96
380012,100,95
380022,100,96
380032,100,95
380042,100,95
380052,100,97
380062,100,96
380072,100,96
380082,100,95
380092,100,96
380102,100,94
380112,100,96
380122,100,95
380132,100,96
380142,100,97
380152,100,97
380162,100,97
380172,270,97
380182,270,97
380192,270,96
380202,270,96
380212,270,95
380222,270,97
380232,270,98
380242,270,98
380252,270,98
380262,270,98
380272,270,98
380282,270,98
380292,270,98
380302,270,98
380312,270,98
380322,270,98
380332,270,98
380342,270,98
380352,270,105
380362,270,133
380372,270,128
380382,270,155
380392,270,163
380402,270,170
380412,270,184
380422,270,190
380432,270,196
380442,270,203
380452,270,208
380462,270,213
380472,270,218
380482,270,220
380492,270,224
380502,270,222
380512,270,233
380522,270,230
380532,270,234
380542,270,232
380552,270,241
380562,270,237
380572,270,241
380582,270,237
380592,270,248
380602,270,241
380612,270,248
380622,270,248
380632,270,253
380642,270,248
380652,270,251
380662,270,251
380672,270,254
380682,250,263
380692,250,255
380702,250,264
380712,250,260
380722,250,270
380732,250,267
380742,250,264
380752,250,267
380762,250,267
380772,250,269
380782,250,264
380792,250,270
380802,250,266
380812,250,269
380822,250,259
380832,250,250
380842,250,249
380852,250,243
380862,250,234
380872,250,229
380882,250,220
380892,250,215
380902,250,216
380912,250,212
380922,250,214
380932,250,213
380942,250,215
380952,250,216
380962,250,217
380972,250,217
380982,250,217
380992,250,216
381002,250,216
381012,250,217
381022,250,216
381032,250,216
381042,250,217
381052,250,217
381062,250,216
381072,250,216
381082,250,217
381092,250,217
381102,250,217
381112,250,217
381122,250,216
381132,250,217
381142,250,217
381152,250,217
381162,250,217
381172,100,217
381182,100,216
381192,100,215
381202,100,216
381212,100,219
381222,100,216
381232,100,216
381242,100,216
381252,100,216
381262,100,215
381272,100,216
381282,100,216
381292,100,218
381302,100,216
381312,100,217
381322,100,217
381332,100,216
381342,100,216
381352,100,215
381362,100,201
381372,100,191
381382,100,177
381392,100,165
381402,100,161
381412,100,155
381422,100,148
381432,100,148
381442,100,143
381452,100,144
381462,100,141
381472,100,141
381482,100,141
381492,100,142
381502,100,143
381512,100,143
381522,100,145
381532,100,143
381542,100,143
381552,100,141
381562,100,141
381572,100,140
381582,100,136
381592,100,139
381602,100,135
381612,100,138
381622,100,134
381632,100,137
381642,100,133
381652,100,134
381662,100,132
381672,100,133
381682,100,131
381692,100,132
381702,100,130
381712,100,129
381722,100,130
381732,100,129
381742,100,128
381752,100,128
381762,100,128
381772,100,127
381782,100,128
381792,100,126
381802,100,125
381812,100,126
381822,100,124
381832,100,123
381842,100,122
381852,100,121
381862,100,123
381872,100,120
381882,100,121
381892,100,120
381902,100,120
381912,100,120
381922,100,119
381932,100,119
381942,100,119
381952,100,117
381962,100,119
381972,100,117
381982,100,116
381992,100,116
382002,100,116
382012,100,115
382022,100,114
382032,100,115
382042,100,114
382052,100,114
382062,100,114
382072,100,114
382082,100,114
382092,100,112
382102,100,112
382112,100,112
382122,100,111
382132,100,112
382142,100,112
382152,100,110
382162,100,111
382172,100,110
382182,100,110
382192,100,108
382202,100,108
382212,100,108
382222,100,107
382232,100,108
382242,100,107
382252,100,109
382262,100,110
382272,100,106
382282,100,109
382292,100,105
382302,100,107
382312,100,104
382322,100,106
382332,100,104
382342,100,105
382352,100,105
382362,100,105
382372,100,105
382382,100,104
382392,100,104
382402,100,103
382412,100,102
382422,100,103
382432,100,102
382442,100,103
382452,100,103
382462,100,103
382472,100,101
382482,100,102
382492,100,100
382502,100,100
382512,100,100
382522,100,100
382532,100,100
382542,100,101
382552,100,102
382562,100,101
382572,100,100
382582,100,100
382592,100,99
382602,100,98
382612,100,98
382622,100,98
382632,100,98
382642,100,98
382652,100,99
382662,100,98
382672,100,98
382682,100,98
382692,100,99
382702,100,98
382712,100,98
382722,100,98
382732,100,97
382742,100,98
382752,100,97
382762,100,97
382772,100,97
382782,100,96
382792,100,97
382802,100,95
382812,100,96
382822,100,94
382832,100,96
382842,100,95
382852,100,95
382862,100,96
382872,100,95
382882,100,96
382892,100,95
382902,100,96
382912,100,96
382922,100,97
382932,100,98
382942,100,97
382952,100,97
382962,100,95
382972,100,97
382982,100,95
382992,100,95
383002,100,95
383012,100,95
383022,100,95
383032,100,96
383042,100,96
383052,100,96
383062,100,96
383072,100,96
383082,100,96
383092,100,95
383102,100,95
383112,100,95
383122,100,95
383132,100,95
383142,100,96
383152,100,96
383162,100,96
resetting LCD screen
383172,270,96
383185,270,96
383195,270,94
383205,270,96
383215,270,96
383225,270,98
383235,270,98
383245,270,99
383255,270,98
383265,270,99
383275,270,98
383285,270,98
383295,270,98
383305,270,98
383315,270,98
383325,270,98
383335,270,98
383345,270,98
383355,270,129
383365,270,107
383375,270,153
383385,270,154
383395,270,179
383405,270,177
383415,270,192
383425,270,185
383435,270,209
383445,270,208
383455,270,215
383465,270,213
383475,270,222
383485,270,217
383495,270,220
383505,270,230
383515,270,231
383525,270,239
383535,270,227
383545,270,240
383555,270,236
383565,270,238
383575,270,233
383585,270,245
383595,270,245
383605,270,240
383615,270,243
383625,270,254
383635,270,255
383645,270,248
383655,250,262
383665,250,260
383675,250,258
383685,250,253
383695,250,258
383705,250,257
383715,250,263
383725,250,263
383735,250,261
383745,250,266
383755,250,263
383765,250,267
383775,250,251
383785,250,261
383795,250,253
383805,250,242
383815,250,248
383825,250,226
383835,250,232
383845,250,215
383855,250,212
383865,250,207
383875,250,207
383885,250,205
383895,250,206
383905,250,207
383915,250,208
383925,250,211
383935,250,209
383945,250,212
383955,250,210
383965,250,210
383975,250,210
383985,250,210
383995,250,210
384005,250,210
384015,250,209
384025,250,210
384035,250,209
384045,250,209
384055,250,210
384065,250,210
384075,250,210
384085,250,209
384095,250,210
384105,250,210
384115,250,210
384125,250,210
384135,250,210
384145,250,211
384155,250,209
384165,250,210
384175,100,210
384185,100,210
384195,100,210
384205,100,208
384215,100,209
384225,100,210
384235,100,210
384245,100,209
384255,100,209
384265,100,209
384275,100,210
384285,100,210
384295,100,209
384305,100,210
384315,100,209
384325,100,209
384335,100,209
384345,100,209
384355,100,206
384365,100,184
384375,100,183
384385,100,162
384395,100,162
384405,100,149
384415,100,151
384425,100,141
384435,100,142
384445,100,139
384455,100,140
384465,100,139
384475,100,140
384485,100,141
384495,100,141
384505,100,142
384515,100,141
384525,100,141
384535,100,141
384545,100,138
384555,100,139
384565,100,135
384575,100,137
384585,100,134
384595,100,134
384605,100,134
384615,100,132
384625,100,133
384635,100,133
384645,100,132
384655,100,132
384665,100,130
384675,100,130
384685,100,128
384695,100,128
384705,100,127
384715,100,127
384725,100,128
384735,100,127
384745,100,127
384755,100,126
384765,100,125
384775,100,126
384785,100,123
384795,100,123
384805,100,123
384815,100,121
384825,100,121
384835,100,120
384845,100,120
384855,100,120
384865,100,120
384875,100,120
384885,100,120
384895,100,120
384905,100,119
384915,100,118
384925,100,118
384935,100,116
384945,100,117
384955,100,116
384965,100,115
384975,100,115
384985,100,115
384995,100,116
385005,100,114
385015,100,114
385025,100,113
385035,100,113
385045,100,113
385055,100,112
385065,100,112
385075,100,112
385085,100,112
385095,100,112
385105,100,111
385115,100,111
385125,100,110
385135,100,111
385145,100,110
385155,100,109
385165,100,110
385175,100,108
385185,100,107
385195,100,108
385205,100,107
385215,100,107
385225,100,107
385235,100,106
385245,100,109
385255,100,105
385265,100,107
385275,100,105
385285,100,105
385295,100,105
385305,100,104
385315,100,105
385325,100,103
385335,100,105
385345,100,102
385355,100,105
385365,100,103
385375,100,103
385385,100,103
385395,100,103
385405,100,103
385415,100,101
385425,100,103
385435,100,102
385445,100,102
385455,100,101
385465,100,102
385475,100,99
385485,100,100
385495,100,100
385505,100,100
385515,100,101
385525,100,99
385535,100,101
385545,100,100
385555,100,98
385565,100,99
385575,100,98
385585,100,98
385595,100,98
385605,100,99
385615,100,98
385625,100,98
385635,100,98
385645,100,98
385655,100,98
385665,100,98
385675,100,97
385685,100,97
385695,100,96
385705,100,97
385715,100,97
385725,100,97
385735,100,96
385745,100,97
385755,100,95
385765,100,95
385775,100,94
385785,100,96
385795,100,96
385805,100,95
385815,100,97
385825,100,97
385835,100,98
385845,100,97
385855,100,97
385865,100,97
385875,100,96
385885,100,96
385895,100,96
385905,100,95
385915,100,95
385925,100,95
385935,100,95
385945,100,97
385955,100,96
385965,100,96
385975,100,95
385985,100,95
385995,100,93
386005,100,95
386015,100,95
386025,100,95
386035,100,97
386045,100,97
386055,100,96
386065,100,96
386075,100,95
386085,100,94
386095,100,94
386105,100,96
386115,100,96
386125,100,96
386135,100,97
386145,100,97
386155,100,97
386165,100,97
386175,270,96
386185,270,96
386195,270,96
386205,270,95
386215,270,96
386225,270,97
386235,270,98
386245,270,98
386255,270,98
386265,270,98
386275,270,98
386285,270,98
386295,270,98
386305,270,98
386315,270,98
386325,270,96
386335,270,97
386345,270,98
386355,270,142
386365,270,109
386375,270,149
386385,270,156
386395,270,177
386405,270,173
386415,270,184
386425,270,185
386435,270,198
386445,270,198
386455,270,206
386465,270,222
386475,270,211
386485,270,220
386495,270,218
386505,270,224
386515,270,233
386525,270,225
386535,270,234
386545,270,227
386555,270,241
386565,270,240
386575,270,233
386585,270,244
386595,270,237
386605,270,250
386615,270,248
386625,270,243
386635,270,255
386645,270,251
386655,270,248
386665,250,263
386675,250,255
386685,250,259
386695,250,258
386705,250,257
386715,250,263
386725,250,263
386735,250,264
386745,250,268
386755,250,263
386765,250,264
386775,250,266
386785,250,261
386795,250,259
386805,250,248
386815,250,247
386825,250,247
386835,250,238
386845,250,227
386855,250,222
386865,250,215
386875,250,211
386885,250,210
386895,250,207
386905,250,208
386915,250,210
386925,250,210
386935,250,211
386945,250,211
386955,250,212
386965,250,212
386975,250,212
386985,250,212
386995,250,212
387005,250,212
387015,250,212
387025,250,212
387035,250,212
387045,250,212
387055,250,212
387065,250,212
387075,250,212
387085,250,211
387095,250,211
387105,250,212
387115,250,212
387125,250,211
387135,250,212
387145,250,212
387155,250,212
387165,250,212
387175,100,211
387185,100,212
387195,100,212
387205,100,211
387215,100,211
387225,100,211
387235,100,212
387245,100,212
387255,100,212
387265,100,212
387275,100,211
387285,100,212
387295,100,212
387305,100,212
387315,100,211
387325,100,211
387335,100,212
387345,100,211
387355,100,210
387365,100,187
387375,100,184
387385,100,164
387395,100,163
387405,100,149
387415,100,152
387425,100,141
387435,100,144
387445,100,139
387455,100,140
387465,100,139
387475,100,138
387485,100,137
387495,100,141
387505,100,141
387515,100,141
387525,100,144
387535,100,141
387545,100,141
387555,100,139
387565,100,138
387575,100,136
387585,100,135
387595,100,135
387605,100,133
387615,100,135
387625,100,132
387635,100,135
387645,100,132
387655,100,132
387665,100,131
387675,100,130
387685,100,129
387695,100,129
387705,100,129
387715,100,127
387725,100,129
387735,100,128
387745,100,127
387755,100,127
387765,100,125
387775,100,124
387785,100,125
387795,100,123
387805,100,123
387815,100,123
387825,100,121
387835,100,123
387845,100,121
387855,100,120
387865,100,120
387875,100,120
387885,100,120
387895,100,119
387905,100,120
387915,100,119
387925,100,119
387935,100,118
387945,100,118
387955,100,118
387965,100,116
387975,100,115
387985,100,113
387995,100,114
388005,100,114
388015,100,114
388025,100,115
388035,100,113
388045,100,114
388055,100,112
388065,100,113
388075,100,112
388085,100,112
388095,100,112
388105,100,111
388115,100,111
388125,100,110
388135,100,110
388145,100,109
388155,100,111
388165,100,109
388175,100,109
388185,100,110
388195,100,107
388205,100,108
388215,100,107
388225,100,106
388235,100,108
388245,100,105
388255,100,107
388265,100,107
388275,100,106
388285,100,108
388295,100,105
388305,100,106
388315,100,104
388325,100,105
388335,100,103
388345,100,105
388355,100,104
388365,100,104
388375,100,103
388385,100,104
388395,100,102
388405,100,102
388415,100,102
388425,100,102
388435,100,103
388445,100,101
388455,100,103
388465,100,101
388475,100,101
388485,100,101
388495,100,100
388505,100,101
388515,100,100
388525,100,100
388535,100,99
388545,100,99
388555,100,99
388565,100,98
388575,100,99
388585,100,100
388595,100,99
388605,100,99
388615,100,98
388625,100,98
388635,100,98
388645,100,98
388655,100,97
388665,100,98
388675,100,97
388685,100,98
388695,100,98
388705,100,97
388715,100,97
388725,100,97
388735,100,97
388745,100,97
388755,100,97
388765,100,96
388775,100,97
388785,100,95
388795,100,96
388805,100,94
388815,100,96
388825,100,95
388835,100,95
388845,100,95
388855,100,95
388865,100,96
388875,100,95
388885,100,96
388895,100,95
388905,100,96
388915,100,95
388925,100,95
388935,100,96
388945,100,96
388955,100,96
388965,100,95
388975,100,95
388985,100,95
388995,100,96
389005,100,95
389015,100,96
389025,100,96
389035,100,96
389045,100,96
389055,100,96
389065,100,96
389075,100,96
389085,100,96
389095,100,95
389105,100,96
389115,100,96
389125,100,96
389135,100,95
389145,100,95
389155,100,96
389165,100,97
389175,270,96
389185,270,96
389195,270,97
389205,270,96
389215,270,97
389225,270,98
389235,270,98
389245,270,98
389255,270,98
389265,270,98
389275,270,98
389285,270,98
389295,270,98
389305,270,98
389315,270,98
389325,270,98
389335,270,98
389345,270,98
389355,270,134
389365,270,115
389375,270,148
389385,270,148
389395,270,175
389405,270,176
389415,270,183
389425,270,202
389435,270,198
389445,270,210
389455,270,207
389465,270,223
389475,270,209
389485,270,227
389495,270,224
389505,270,226
389515,270,226
389525,270,233
389535,270,235
389545,270,239
389555,270,231
389565,270,236
389575,270,234
389585,270,246
389595,270,241
389605,270,240
389615,270,255
389625,270,248
389635,270,251
389645,270,248
389655,270,248
389665,250,261
389675,250,263
389685,250,257
389695,250,263
389705,250,267
389715,250,258
389725,250,262
389735,250,263
389745,250,267
389755,250,268
389765,250,270
389775,250,261
389785,250,266
389795,250,255
389805,250,254
389815,250,255
389825,250,244
389835,250,233
389845,250,230
389855,250,220
389865,250,212
389875,250,211
389885,250,209
389895,250,207
389905,250,208
389915,250,210
389925,250,209
389935,250,213
389945,250,211
389955,250,212
389965,250,212
389975,250,212
389985,250,212
389995,250,212
390005,250,212
390015,250,212
390025,250,212
390035,250,212
390045,250,212
390055,250,212
390065,250,211
390075,250,211
390085,250,212
390095,250,212
390105,250,212
390115,250,212
390125,250,212
390135,250,212
390145,250,212
390155,250,212
390165,250,212
390175,100,212
390185,100,212
390195,100,211
390205,100,212
390215,100,212
390225,100,212
390235,100,212
390245,100,212
390255,100,212
390265,100,212
390275,100,212
390285,100,212
390295,100,211
390305,100,212
390315,100,212
390325,100,212
390335,100,212
390345,100,212
390355,100,211
390365,100,190
390375,100,186
390385,100,168
390395,100,162
390405,100,153
390415,100,149
390425,100,144
390435,100,144
390445,100,138
390455,100,141
390465,100,135
390475,100,138
390485,100,138
390495,100,140
390505,100,141
390515,100,143
390525,100,143
390535,100,141
390545,100,142
390555,100,137
390565,100,139
390575,100,135
390585,100,137
390595,100,133
390605,100,134
390615,100,133
390625,100,134
390635,100,133
390645,100,133
390655,100,131
390665,100,132
390675,100,130
390685,100,130
390695,100,129
390705,100,130
390715,100,128
390725,100,127
390735,100,128
390745,100,126
390755,100,127
390765,100,126
390775,100,125
390785,100,125
390795,100,123
390805,100,124
390815,100,124
390825,100,121
390835,100,121
390845,100,122
390855,100,120
390865,100,121
390875,100,119
390885,100,120
390895,100,119
390905,100,119
390915,100,118
390925,100,118
390935,100,119
390945,100,118
390955,100,117
390965,100,117
390975,100,115
390985,100,113
390995,100,114
391005,100,114
391015,100,113
391025,100,116
391035,100,115
391045,100,116
391055,100,114
391065,100,113
391075,100,112
391085,100,112
391095,100,112
391105,100,111
391115,100,112
391125,100,111
391135,100,111
391145,100,111
391155,100,109
391165,100,109
391175,100,109
391185,100,107
391195,100,107
391205,100,109
391215,100,107
391225,100,108
391235,100,107
391245,100,107
391255,100,108
391265,100,105
391275,100,108
391285,100,105
391295,100,107
391305,100,105
391315,100,105
391325,100,105
391335,100,105
391345,100,105
391355,100,104
391365,100,105
391375,100,102
391385,100,103
391395,100,102
391405,100,102
391415,100,102
391425,100,102
391435,100,103
391445,100,101
391455,100,103
391465,100,101
391475,100,101
391485,100,100
391495,100,100
391505,100,100
391515,100,100
391525,100,101
391535,100,100
391545,100,100
391555,100,100
391565,100,99
391575,100,98
391585,100,99
391595,100,98
391605,100,98
391615,100,99
391625,100,98
391635,100,98
391645,100,98
391655,100,98
391665,100,98
391675,100,98
391685,100,98
391695,100,97
391705,100,98
391715,100,97
391725,100,97
391735,100,97
391745,100,97
391755,100,96
391765,100,96
391775,100,96
391785,100,95
391795,100,95
391805,100,95
391815,100,96
391825,100,95
391835,100,96
391845,100,96
391855,100,96
391865,100,97
391875,100,96
391885,100,95
391895,100,96
391905,100,96
391915,100,96
391925,100,97
391935,100,96
391945,100,98
391955,100,95
391965,100,97
391975,100,95
391985,100,95
391995,100,95
392005,100,95
392015,100,95
392025,100,95
392035,100,97
392045,100,96
392055,100,96
392065,100,96
392075,100,96
392085,100,95
392095,100,95
392105,100,95
392115,100,95
392125,100,95
392135,100,95
392145,100,96
392155,100,96
392165,100,97
392175,270,98
392185,270,96
